KeyValue	PolygonCode	Date	Rain	AirTemperatureMax	AirTemperatureMin	GlobalSolarRadiation	WindSpeed	ReferenceEvapotranspiration
ClimateId7	12345	15-02-1986	0.0	-0.7	-4.5	4.2076	4.2	0.7
ClimateId7	12345	16-02-1986	0.3	0.9	-3.9	4.3784	2.3	0.5
ClimateId7	12345	17-02-1986	1.6	-1.5	-5.0	3.593	2.8	0.5
ClimateId7	12345	18-02-1986	0.6	0.6	-3.2	3.9079	2.0	0.4
ClimateId7	12345	19-02-1986	0.7	0.9	-0.7	2.1942	2.2	0.5
ClimateId7	12345	20-02-1986	0.1	-1.5	-2.5	4.1393	5.3	1.1
ClimateId7	12345	21-02-1986	0.0	3.5	-6.4	5.6614	2.4	0.9
ClimateId7	12345	22-02-1986	0.0	-2.1	-8.2	5.8253	1.1	0.5
ClimateId7	12345	23-02-1986	0.2	-2.2	-10.4	6.8581	2.1	0.4
ClimateId7	12345	24-02-1986	0.0	-3.7	-10.0	5.8716	3.9	0.9
ClimateId7	12345	25-02-1986	0.0	-2.7	-12.6	7.865	3.4	0.7
ClimateId7	12345	26-02-1986	0.0	-3.8	-12.7	7.2641	3.8	0.8
ClimateId7	12345	27-02-1986	0.0	-3.9	-15.3	8.8414	2.1	0.5
ClimateId7	12345	28-02-1986	0.0	-4.2	-11.8	7.8117	3.6	0.7
ClimateId7	12345	01-03-1986	0.0	-4.2	-10.9	6.5621	6.1	0.6
ClimateId7	12345	02-03-1986	1.9	-1.9	-5.4	4.636	3.1	0.5
ClimateId7	12345	03-03-1986	0.2	0.2	-3.3	4.7109	1.7	0.7
ClimateId7	12345	04-03-1986	0.0	3.9	-2.8	6.9652	2.0	0.8
ClimateId7	12345	05-03-1986	0.5	4.0	-5.7	8.8186	1.9	0.6
ClimateId7	12345	06-03-1986	0.0	4.8	0.1	5.881	4.4	1.2
ClimateId7	12345	07-03-1986	0.9	2.4	-0.7	4.5994	1.6	0.6
ClimateId7	12345	08-03-1986	0.3	5.4	1.2	5.6676	3.0	0.8
ClimateId7	12345	09-03-1986	0.0	6.9	0.9	7.0484	1.9	0.9
ClimateId7	12345	10-03-1986	0.0	8.2	0.7	8.2077	1.7	0.9
ClimateId7	12345	11-03-1986	0.0	6.4	-0.1	7.7946	2.6	0.9
ClimateId7	12345	12-03-1986	0.4	3.9	0.7	4.9148	2.5	0.7
ClimateId7	12345	13-03-1986	0.0	4.8	2.5	3.9668	3.3	0.9
ClimateId7	12345	14-03-1986	0.7	4.3	2.6	3.4355	1.5	0.7
ClimateId7	12345	15-03-1986	0.1	6.4	2.3	6.2947	1.3	0.8
ClimateId7	12345	16-03-1986	0.0	7.2	2.2	7.1232	3.8	1.5
ClimateId7	12345	17-03-1986	0.0	7.9	-1.8	10.6587	3.2	1.5
ClimateId7	12345	18-03-1986	0.0	9.6	-2.8	12.3226	1.9	1.4
ClimateId7	12345	19-03-1986	0.0	8.8	-1.9	11.4948	2.6	1.5
ClimateId7	12345	20-03-1986	0.0	9.7	-2.7	12.6286	2.7	1.5
ClimateId7	12345	21-03-1986	0.2	4.9	0.2	7.4731	3.3	1.2
ClimateId7	12345	22-03-1986	0.1	7.9	0.3	9.864	2.7	1.4
ClimateId7	12345	23-03-1986	2.5	9.2	-2.6	12.7711	4.0	1.7
ClimateId7	12345	24-03-1986	2.1	9.6	2.6	9.6565	5.0	1.9
ClimateId7	12345	25-03-1986	0.6	9.8	4.6	8.5576	4.3	2.2
ClimateId7	12345	26-03-1986	0.0	10.9	0.3	12.5256	2.6	1.8
ClimateId7	12345	27-03-1986	1.1	15.0	1.0	14.6795	2.6	2.2
ClimateId7	12345	28-03-1986	0.0	18.6	2.6	16.0305	4.1	2.8
ClimateId7	12345	29-03-1986	1.1	9.9	7.3	5.8084	3.2	1.7
ClimateId7	12345	30-03-1986	2.9	9.7	1.4	11.5822	3.2	1.8
ClimateId7	12345	31-03-1986	0.1	16.1	1.1	15.9627	2.9	2.2
ClimateId7	12345	01-04-1986	0.1	14.3	6.4	11.3817	5.9	3.6
ClimateId7	12345	02-04-1986	0.0	14.4	3.9	13.3657	2.6	2.3
ClimateId7	12345	03-04-1986	0.0	19.3	5.1	16.0538	3.8	3.0
ClimateId7	12345	04-04-1986	0.0	11.3	6.0	10.2806	3.8	2.3
ClimateId7	12345	05-04-1986	0.0	12.0	4.6	11.3921	3.1	2.1
ClimateId7	12345	06-04-1986	0.0	14.1	4.9	13.0559	2.3	2.0
ClimateId7	12345	07-04-1986	0.0	22.0	6.5	15.7808	3.9	3.2
ClimateId7	12345	08-04-1986	0.0	25.2	9.0	15.6854	3.7	3.7
ClimateId7	12345	09-04-1986	0.6	24.7	11.3	16.5747	4.5	4.3
ClimateId7	12345	10-04-1986	2.7	15.4	6.7	13.2673	5.3	3.3
ClimateId7	12345	11-04-1986	0.1	4.1	0.0	8.6862	5.7	2.0
ClimateId7	12345	12-04-1986	1.2	2.3	-2.2	9.3576	2.8	1.3
ClimateId7	12345	13-04-1986	0.2	6.9	-2.5	11.9295	4.5	2.2
ClimateId7	12345	14-04-1986	0.0	8.7	-0.8	14.4137	4.1	2.7
ClimateId7	12345	15-04-1986	0.0	14.8	-2.2	19.855	4.1	2.9
ClimateId7	12345	16-04-1986	1.2	12.3	3.8	13.571	4.3	2.2
ClimateId7	12345	17-04-1986	0.0	18.5	5.4	17.5844	3.0	3.0
ClimateId7	12345	18-04-1986	3.1	13.5	6.6	12.4993	3.1	2.3
ClimateId7	12345	19-04-1986	0.9	11.3	4.9	12.6352	5.5	2.8
ClimateId7	12345	20-04-1986	0.6	10.9	4.3	12.7314	5.2	2.7
ClimateId7	12345	21-04-1986	0.1	16.6	3.9	16.3221	3.4	3.0
ClimateId7	12345	22-04-1986	0.0	22.8	6.5	20.4905	4.5	4.3
ClimateId7	12345	23-04-1986	0.0	21.4	8.4	18.3684	3.3	3.7
ClimateId7	12345	24-04-1986	0.0	24.9	10.3	19.5746	2.9	4.2
ClimateId7	12345	25-04-1986	0.0	26.0	10.6	20.3823	2.1	4.1
ClimateId7	12345	26-04-1986	0.0	26.9	11.0	20.991	3.9	5.0
ClimateId7	12345	27-04-1986	0.0	23.9	11.9	18.1442	3.0	4.2
ClimateId7	12345	28-04-1986	0.0	25.5	11.6	19.7557	2.5	4.1
ClimateId7	12345	29-04-1986	0.5	24.4	13.0	18.1582	3.9	4.5
ClimateId7	12345	30-04-1986	0.4	24.8	12.7	18.622	3.6	4.5
ClimateId7	12345	01-05-1986	0.0	22.4	14.6	14.8017	4.9	4.7
ClimateId7	12345	02-05-1986	0.0	23.2	10.0	19.7665	2.3	3.9
ClimateId7	12345	03-05-1986	0.0	24.8	9.7	21.321	3.3	4.3
ClimateId7	12345	04-05-1986	0.0	25.1	11.4	20.3798	3.3	4.4
ClimateId7	12345	05-05-1986	0.0	24.4	12.0	19.4718	4.0	4.8
ClimateId7	12345	06-05-1986	0.0	23.5	9.8	20.1706	3.9	4.5
ClimateId7	12345	07-05-1986	0.0	24.5	12.9	19.0783	4.4	5.1
ClimateId7	12345	08-05-1986	1.3	19.2	12.4	14.2738	4.8	3.8
ClimateId7	12345	09-05-1986	1.1	18.8	7.5	18.9714	4.4	3.9
ClimateId7	12345	10-05-1986	0.1	19.4	8.4	18.7955	3.5	3.8
ClimateId7	12345	11-05-1986	0.8	21.3	11.4	17.8421	1.9	3.4
ClimateId7	12345	12-05-1986	0.3	22.5	12.8	17.7542	2.1	3.9
ClimateId7	12345	13-05-1986	0.0	25.8	9.4	23.6042	2.5	4.4
ClimateId7	12345	14-05-1986	0.7	26.6	13.7	20.9385	3.9	5.0
ClimateId7	12345	15-05-1986	2.3	24.8	12.9	20.5176	3.1	4.5
ClimateId7	12345	16-05-1986	2.5	19.1	13.3	13.5889	1.8	2.8
ClimateId7	12345	17-05-1986	2.0	20.2	11.2	17.4161	2.1	3.3
ClimateId7	12345	18-05-1986	0.0	23.9	9.6	22.5442	1.6	3.9
ClimateId7	12345	19-05-1986	0.1	25.1	14.2	19.5591	1.6	3.9
ClimateId7	12345	20-05-1986	1.9	18.8	14.9	11.6653	2.0	2.6
ClimateId7	12345	21-05-1986	0.0	24.1	14.4	18.4932	2.2	3.6
ClimateId7	12345	22-05-1986	1.7	22.8	16.8	15.6748	4.7	4.3
ClimateId7	12345	23-05-1986	1.3	25.7	12.5	21.9952	2.3	4.4
ClimateId7	12345	24-05-1986	1.1	25.6	15.0	19.5755	4.0	4.7
ClimateId7	12345	25-05-1986	0.9	20.7	10.5	19.1953	3.6	4.4
ClimateId7	12345	26-05-1986	1.3	24.1	8.2	24.4998	3.0	4.7
ClimateId7	12345	27-05-1986	1.3	27.2	11.5	24.367	3.0	5.1
ClimateId7	12345	28-05-1986	0.6	25.7	15.3	19.6681	2.8	4.5
ClimateId7	12345	29-05-1986	3.9	16.9	12.1	15.6432	3.6	3.5
ClimateId7	12345	30-05-1986	2.6	12.4	8.4	11.8591	5.9	2.6
ClimateId7	12345	31-05-1986	1.9	13.0	7.7	13.9473	4.7	3.1
ClimateId7	12345	01-06-1986	1.2	15.5	6.5	18.4776	4.2	3.6
ClimateId7	12345	02-06-1986	0.0	17.6	8.4	18.7235	2.2	3.4
ClimateId7	12345	03-06-1986	7.5	18.0	8.4	19.0641	2.0	3.3
ClimateId7	12345	04-06-1986	1.4	19.7	6.8	22.5031	3.8	3.9
ClimateId7	12345	05-06-1986	4.8	12.5	7.6	13.2835	4.6	2.7
ClimateId7	12345	06-06-1986	0.1	15.9	5.6	20.0207	3.1	3.8
ClimateId7	12345	07-06-1986	0.0	19.1	4.7	23.9786	3.9	4.3
ClimateId7	12345	08-06-1986	0.3	18.2	7.6	20.3331	4.0	4.1
ClimateId7	12345	09-06-1986	0.0	22.1	8.5	23.331	2.9	4.5
ClimateId7	12345	10-06-1986	0.0	24.0	10.9	22.9046	2.5	4.6
ClimateId7	12345	11-06-1986	0.0	25.8	12.2	23.2282	2.2	4.8
ClimateId7	12345	12-06-1986	7.9	14.1	11.9	12.6739	7.3	3.3
ClimateId7	12345	13-06-1986	2.1	15.5	11.0	12.5601	7.0	2.7
ClimateId7	12345	14-06-1986	5.0	25.4	13.8	21.6252	4.1	4.6
ClimateId7	12345	15-06-1986	0.0	28.0	15.9	22.0427	2.4	4.9
ClimateId7	12345	16-06-1986	0.2	28.6	17.0	21.6649	2.1	4.8
ClimateId7	12345	17-06-1986	0.0	29.6	17.8	21.8942	2.1	5.0
ClimateId7	12345	18-06-1986	0.1	29.9	16.9	23.0315	1.6	5.1
ClimateId7	12345	19-06-1986	1.0	29.2	17.8	21.4586	1.9	4.9
ClimateId7	12345	20-06-1986	0.0	27.6	15.3	22.2494	2.4	4.9
ClimateId7	12345	21-06-1986	0.6	27.3	16.4	20.8678	2.4	4.7
ClimateId7	12345	22-06-1986	0.0	24.0	13.8	20.05	2.8	4.5
ClimateId7	12345	23-06-1986	0.0	23.0	13.2	19.6204	3.0	4.5
ClimateId7	12345	24-06-1986	0.0	23.2	11.1	21.9689	2.4	4.5
ClimateId7	12345	25-06-1986	0.0	23.8	14.1	19.4029	2.7	4.5
ClimateId7	12345	26-06-1986	0.0	25.5	11.5	23.708	3.4	5.3
ClimateId7	12345	27-06-1986	0.0	25.4	14.1	21.342	4.5	5.2
ClimateId7	12345	28-06-1986	0.0	27.7	15.2	22.3231	3.2	5.5
ClimateId7	12345	29-06-1986	2.4	24.7	17.5	16.1636	3.9	4.9
ClimateId7	12345	30-06-1986	0.1	23.0	15.0	17.4808	4.1	4.7
ClimateId7	12345	01-07-1986	0.0	26.0	14.2	21.502	3.4	5.1
ClimateId7	12345	02-07-1986	0.0	28.2	15.2	22.791	2.6	5.3
ClimateId7	12345	03-07-1986	0.0	29.5	14.4	24.6454	1.4	5.1
ClimateId7	12345	04-07-1986	0.0	28.9	15.1	23.2749	2.4	5.2
ClimateId7	12345	05-07-1986	0.0	31.3	17.7	23.1722	2.3	5.6
ClimateId7	12345	06-07-1986	2.9	31.5	18.9	22.2672	4.8	6.5
ClimateId7	12345	07-07-1986	2.2	22.9	17.0	14.8994	4.9	4.8
ClimateId7	12345	08-07-1986	0.3	21.2	13.0	17.6915	5.3	4.5
ClimateId7	12345	09-07-1986	0.6	21.1	12.0	18.6958	3.8	4.4
ClimateId7	12345	10-07-1986	1.7	21.0	13.0	17.6956	4.0	4.2
ClimateId7	12345	11-07-1986	0.3	17.7	10.8	15.9045	3.6	3.2
ClimateId7	12345	12-07-1986	0.0	21.8	10.4	20.7698	3.1	4.4
ClimateId7	12345	13-07-1986	0.0	22.4	10.3	21.389	2.0	4.2
ClimateId7	12345	14-07-1986	0.0	21.5	10.4	20.3488	2.4	4.2
ClimateId7	12345	15-07-1986	0.0	24.4	9.5	23.7025	2.4	4.6
ClimateId7	12345	16-07-1986	0.0	27.0	11.4	24.3119	1.6	4.7
ClimateId7	12345	17-07-1986	0.0	28.7	12.7	24.5425	1.4	4.8
ClimateId7	12345	18-07-1986	0.1	25.6	16.4	18.3061	2.7	4.4
ClimateId7	12345	19-07-1986	8.2	16.1	15.1	17.2257	5.2	4.3
ClimateId7	12345	20-07-1986	2.3	19.2	11.8	14.449	4.3	3.4
ClimateId7	12345	21-07-1986	0.0	21.8	10.8	19.8776	3.4	4.2
ClimateId7	12345	22-07-1986	0.0	26.2	11.8	22.6744	2.1	4.5
ClimateId7	12345	23-07-1986	0.0	30.1	12.6	25.1829	4.0	5.7
ClimateId7	12345	24-07-1986	3.9	19.0	14.9	19.0765	4.9	4.6
ClimateId7	12345	25-07-1986	0.1	22.2	10.2	20.507	4.5	4.8
ClimateId7	12345	26-07-1986	0.1	24.1	13.6	18.9435	3.9	4.7
ClimateId7	12345	27-07-1986	0.6	25.3	13.5	20.1054	2.6	4.4
ClimateId7	12345	28-07-1986	0.0	27.2	13.8	21.3399	1.8	4.4
ClimateId7	12345	29-07-1986	0.0	28.8	13.2	23.0322	1.7	4.7
ClimateId7	12345	30-07-1986	0.0	30.1	16.5	21.2462	2.0	4.8
ClimateId7	12345	31-07-1986	0.0	30.8	16.9	21.4236	2.2	5.0
ClimateId7	12345	01-08-1986	0.8	29.0	18.7	17.841	3.0	4.7
ClimateId7	12345	02-08-1986	0.3	30.1	15.9	21.4854	1.8	4.7
ClimateId7	12345	03-08-1986	0.0	32.2	17.7	21.6573	2.4	5.2
ClimateId7	12345	04-08-1986	0.0	32.9	19.8	20.2283	4.2	6.0
ClimateId7	12345	05-08-1986	1.7	25.5	19.2	13.7098	4.1	4.1
ClimateId7	12345	06-08-1986	0.0	26.1	15.4	18.123	4.0	4.9
ClimateId7	12345	07-08-1986	0.0	28.8	14.4	20.3755	1.5	4.2
ClimateId7	12345	08-08-1986	0.8	30.7	15.6	21.4192	2.0	4.7
ClimateId7	12345	09-08-1986	0.6	27.4	17.0	17.4628	2.6	4.3
ClimateId7	12345	10-08-1986	0.0	28.9	15.9	19.563	1.2	4.1
ClimateId7	12345	11-08-1986	0.0	30.7	18.5	18.7829	1.9	4.5
ClimateId7	12345	12-08-1986	5.2	30.5	19.1	17.9723	2.9	4.7
ClimateId7	12345	13-08-1986	1.6	21.5	17.1	10.1512	4.9	3.1
ClimateId7	12345	14-08-1986	0.0	25.2	13.4	17.9549	2.0	3.7
ClimateId7	12345	15-08-1986	0.0	27.3	13.0	19.8624	1.7	3.9
ClimateId7	12345	16-08-1986	0.0	29.7	15.0	20.0294	2.6	4.5
ClimateId7	12345	17-08-1986	3.5	30.5	17.6	18.2635	1.5	4.1
ClimateId7	12345	18-08-1986	0.9	28.9	16.8	17.7727	2.4	4.1
ClimateId7	12345	19-08-1986	2.4	26.5	16.8	15.6876	2.3	3.6
ClimateId7	12345	20-08-1986	0.5	20.8	15.6	11.877	4.5	3.9
ClimateId7	12345	21-08-1986	0.0	21.7	11.6	15.5827	2.9	3.6
ClimateId7	12345	22-08-1986	0.0	26.8	10.0	20.4715	2.5	3.9
ClimateId7	12345	23-08-1986	2.4	25.2	14.9	15.7079	4.5	4.3
ClimateId7	12345	24-08-1986	1.5	20.6	12.0	14.0688	2.8	2.9
ClimateId7	12345	25-08-1986	2.0	19.5	13.6	11.9134	4.1	3.4
ClimateId7	12345	26-08-1986	0.0	24.8	9.3	18.9617	3.9	3.7
ClimateId7	12345	27-08-1986	0.7	19.0	13.9	10.2714	3.0	2.5
ClimateId7	12345	28-08-1986	5.7	15.8	12.8	7.5255	1.7	1.5
ClimateId7	12345	29-08-1986	1.1	16.5	11.5	10.2513	4.4	2.6
ClimateId7	12345	30-08-1986	0.0	18.7	8.6	14.4793	3.7	3.2
ClimateId7	12345	31-08-1986	0.0	19.2	9.0	14.5265	3.6	3.2
ClimateId7	12345	01-09-1986	0.0	18.1	9.0	13.4731	2.8	2.7
ClimateId7	12345	02-09-1986	0.0	20.1	10.9	13.4608	2.9	3.1
ClimateId7	12345	03-09-1986	0.2	25.2	10.9	16.886	3.3	3.6
ClimateId7	12345	04-09-1986	0.6	17.3	12.6	9.0926	5.6	3.4
ClimateId7	12345	05-09-1986	0.0	19.5	9.7	13.4198	3.0	2.9
ClimateId7	12345	06-09-1986	0.0	22.7	7.7	16.7317	2.2	2.8
ClimateId7	12345	07-09-1986	0.1	21.8	10.7	14.0695	2.6	2.8
ClimateId7	12345	08-09-1986	0.0	22.1	10.2	14.4982	1.8	2.6
ClimateId7	12345	09-09-1986	0.0	20.0	11.4	12.0714	2.8	2.7
ClimateId7	12345	10-09-1986	12.9	11.9	9.5	5.6529	2.3	1.2
ClimateId7	12345	11-09-1986	0.0	17.3	6.7	13.3279	1.6	1.9
ClimateId7	12345	12-09-1986	0.0	20.2	7.9	14.1833	2.4	2.1
ClimateId7	12345	13-09-1986	0.0	22.1	13.2	11.8169	1.8	2.2
ClimateId7	12345	14-09-1986	0.0	25.2	11.4	12.4309	1.4	2.5
ClimateId7	12345	15-09-1986	0.0	26.6	15.8	12.7815	2.0	2.7
ClimateId7	12345	16-09-1986	0.0	26.8	14.6	13.9002	1.5	2.6
ClimateId7	12345	17-09-1986	0.0	23.0	13.7	11.3805	2.8	2.5
ClimateId7	12345	18-09-1986	0.2	20.9	15.3	8.4794	3.5	2.4
ClimateId7	12345	19-09-1986	0.0	16.0	7.1	10.8312	3.2	2.3
ClimateId7	12345	20-09-1986	0.0	18.4	3.2	14.5017	1.7	1.9
ClimateId7	12345	21-09-1986	0.0	21.8	5.3	14.9547	3.0	2.5
ClimateId7	12345	22-09-1986	0.0	22.1	10.5	12.1549	3.7	3.1
ClimateId7	12345	23-09-1986	0.0	22.4	12.1	10.566	2.9	2.7
ClimateId7	12345	24-09-1986	0.0	21.5	9.0	12.3587	2.0	2.0
ClimateId7	12345	25-09-1986	0.0	16.5	8.2	9.7353	2.8	2.2
ClimateId7	12345	26-09-1986	0.0	15.9	6.2	10.2363	1.9	1.8
ClimateId7	12345	27-09-1986	0.0	17.9	5.4	11.7962	2.1	1.9
ClimateId7	12345	28-09-1986	0.0	18.2	9.2	9.6507	2.1	1.9
ClimateId7	12345	29-09-1986	0.0	19.5	4.4	12.7974	1.4	1.6
ClimateId7	12345	30-09-1986	0.0	20.1	9.3	10.5108	3.8	2.5
ClimateId7	12345	01-10-1986	0.0	20.4	5.2	12.41	2.0	1.8
ClimateId7	12345	02-10-1986	0.0	23.1	7.0	12.7046	2.1	2.0
ClimateId7	12345	03-10-1986	0.0	21.0	10.3	9.7634	2.1	1.7
ClimateId7	12345	04-10-1986	0.0	17.4	9.7	8.0789	2.7	2.0
ClimateId7	12345	05-10-1986	0.0	16.0	3.3	10.6366	1.3	1.3
ClimateId7	12345	06-10-1986	0.0	17.9	3.2	11.4516	1.2	1.2
ClimateId7	12345	07-10-1986	0.0	19.5	8.3	9.6732	2.6	1.6
ClimateId7	12345	08-10-1986	0.6	16.1	10.8	6.0255	4.2	1.5
ClimateId7	12345	09-10-1986	0.0	16.8	9.9	7.0696	1.9	1.5
ClimateId7	12345	10-10-1986	0.0	18.4	4.5	10.4222	1.9	1.3
ClimateId7	12345	11-10-1986	0.0	19.4	4.5	10.6718	1.5	1.1
ClimateId7	12345	12-10-1986	0.0	18.0	8.8	8.0048	2.4	1.5
ClimateId7	12345	13-10-1986	0.0	18.1	5.7	9.2053	3.7	1.9
ClimateId7	12345	14-10-1986	0.0	17.7	8.0	7.9281	4.5	2.3
ClimateId7	12345	15-10-1986	0.0	17.0	5.7	8.5098	4.0	2.2
ClimateId7	12345	16-10-1986	0.0	17.7	4.4	9.2188	3.2	1.9
ClimateId7	12345	17-10-1986	0.0	15.8	1.1	9.6365	1.4	1.0
ClimateId7	12345	18-10-1986	0.0	16.0	2.3	9.083	2.3	1.1
ClimateId7	12345	19-10-1986	0.3	14.9	3.3	8.1224	2.6	1.1
ClimateId7	12345	20-10-1986	6.1	15.3	8.8	5.7252	4.2	1.7
ClimateId7	12345	21-10-1986	2.9	12.5	7.9	4.4879	7.9	3.0
ClimateId7	12345	22-10-1986	8.3	15.4	6.2	6.5871	3.6	1.1
ClimateId7	12345	23-10-1986	0.7	13.2	6.2	5.104	4.1	1.2
ClimateId7	12345	24-10-1986	0.0	11.6	3.7	5.8708	3.6	1.5
ClimateId7	12345	25-10-1986	0.0	11.3	-0.3	7.3621	4.0	0.9
ClimateId7	12345	26-10-1986	0.2	8.6	3.2	4.5623	1.6	0.5
ClimateId7	12345	27-10-1986	3.3	8.2	6.0	2.3171	4.1	0.7
ClimateId7	12345	28-10-1986	0.0	11.8	3.2	5.8414	2.0	0.6
ClimateId7	12345	29-10-1986	0.0	10.3	1.9	4.744	1.3	0.8
ClimateId7	12345	30-10-1986	0.6	10.4	6.0	3.6296	2.7	0.7
ClimateId7	12345	31-10-1986	0.0	12.8	3.4	5.8054	2.0	0.7
ClimateId7	12345	01-11-1986	0.0	13.1	4.9	5.2499	1.5	0.6
ClimateId7	12345	02-11-1986	1.6	9.5	6.8	2.4114	3.0	0.7
ClimateId7	12345	03-11-1986	0.0	8.2	2.7	4.1209	4.6	1.3
ClimateId7	12345	04-11-1986	0.0	7.0	0.1	4.4304	2.9	0.9
ClimateId7	12345	05-11-1986	0.0	8.2	1.0	4.4815	4.7	1.1
ClimateId7	12345	06-11-1986	1.4	10.4	4.6	3.7981	6.5	1.4
ClimateId7	12345	07-11-1986	0.4	10.1	5.0	3.4595	5.6	1.9
ClimateId7	12345	08-11-1986	0.0	10.0	0.2	5.1438	1.4	0.4
ClimateId7	12345	09-11-1986	0.0	10.7	1.5	4.8495	2.8	0.7
ClimateId7	12345	10-11-1986	0.0	10.2	0.2	5.0354	2.3	0.6
ClimateId7	12345	11-11-1986	0.0	6.8	-1.0	4.1894	1.4	0.3
ClimateId7	12345	12-11-1986	0.0	7.7	1.8	3.4172	1.3	0.4
ClimateId7	12345	13-11-1986	0.0	5.4	-0.3	3.2354	2.7	0.2
ClimateId7	12345	14-11-1986	0.0	8.4	2.6	3.1682	4.6	1.0
ClimateId7	12345	15-11-1986	0.0	8.3	4.9	2.0988	1.8	0.5
ClimateId7	12345	16-11-1986	0.0	8.9	4.1	2.5656	1.2	0.4
ClimateId7	12345	17-11-1986	0.1	5.6	3.6	1.3129	1.5	0.4
ClimateId7	12345	18-11-1986	0.2	9.0	4.3	2.6434	0.8	0.4
ClimateId7	12345	19-11-1986	0.1	5.7	1.2	2.5128	1.4	0.3
ClimateId7	12345	20-11-1986	0.1	6.3	3.7	1.5271	4.2	0.7
ClimateId7	12345	21-11-1986	0.1	4.8	3.1	1.0671	3.4	0.7
ClimateId7	12345	22-11-1986	0.0	5.8	2.3	1.8931	4.5	0.5
ClimateId7	12345	23-11-1986	0.9	7.5	4.3	1.7658	3.3	0.6
ClimateId7	12345	24-11-1986	7.8	7.0	3.7	1.7657	3.1	0.7
ClimateId7	12345	25-11-1986	0.0	8.6	0.4	3.3363	1.5	0.3
ClimateId7	12345	26-11-1986	0.0	6.7	0.4	2.6578	2.1	0.4
ClimateId7	12345	27-11-1986	0.0	9.2	1.5	3.1805	3.8	0.7
ClimateId7	12345	28-11-1986	0.0	7.1	3.3	2.101	3.4	0.9
ClimateId7	12345	29-11-1986	0.0	5.8	0.5	2.289	2.0	0.5
ClimateId7	12345	30-11-1986	0.0	3.3	-1.1	1.9885	1.3	0.4
ClimateId7	12345	01-12-1986	0.0	-0.1	-0.9	0.9927	1.8	0.6
ClimateId7	12345	02-12-1986	0.1	3.7	-2.4	2.3638	2.6	0.4
ClimateId7	12345	03-12-1986	0.0	6.2	0.1	2.387	1.9	0.4
ClimateId7	12345	04-12-1986	0.0	0.9	-1.4	0.8887	1.5	0.4
ClimateId7	12345	05-12-1986	0.0	-0.8	-3.4	1.0597	1.0	0.3
ClimateId7	12345	06-12-1986	0.0	0.8	-3.2	1.3624	1.2	0.4
ClimateId7	12345	07-12-1986	0.0	-0.2	-2.8	1.0849	1.4	0.3
ClimateId7	12345	08-12-1986	0.0	-1.1	-2.8	0.6554	3.7	0.4
ClimateId7	12345	09-12-1986	0.0	-1.4	-2.0	0.7868	5.3	0.6
ClimateId7	12345	10-12-1986	0.0	-0.6	-2.3	0.6748	1.3	0.4
ClimateId7	12345	11-12-1986	0.0	2.1	-1.7	1.5071	1.2	0.4
ClimateId7	12345	12-12-1986	0.0	2.5	-1.6	1.628	2.0	0.5
ClimateId7	12345	13-12-1986	0.1	0.6	-1.9	1.1307	1.9	0.6
ClimateId7	12345	14-12-1986	0.9	-0.5	-3.9	1.3392	1.7	0.3
ClimateId7	12345	15-12-1986	8.5	-0.8	-1.9	0.5002	1.0	0.5
ClimateId7	12345	16-12-1986	0.2	4.1	-3.5	2.4748	2.7	0.4
ClimateId7	12345	17-12-1986	0.0	5.2	-1.1	2.1927	4.0	1.0
ClimateId7	12345	18-12-1986	0.3	5.3	0.0	1.913	3.6	0.7
ClimateId7	12345	19-12-1986	2.4	6.4	1.5	1.9312	7.1	1.5
ClimateId7	12345	20-12-1986	0.1	4.3	1.1	1.2218	8.5	1.9
ClimateId7	12345	21-12-1986	0.7	3.0	0.2	1.0367	6.6	1.3
ClimateId7	12345	22-12-1986	0.5	0.0	-2.0	1.6371	3.6	0.6
ClimateId7	12345	23-12-1986	0.4	-1.5	-5.3	1.4681	5.1	0.8
ClimateId7	12345	24-12-1986	1.1	-2.4	-5.0	0.9803	3.7	0.7
ClimateId7	12345	25-12-1986	0.2	-3.5	-8.3	1.9147	2.0	0.3
ClimateId7	12345	26-12-1986	0.5	-7.3	-14.1	2.3907	1.2	0.0
ClimateId7	12345	27-12-1986	1.3	1.9	-7.9	3.0562	3.7	0.1
ClimateId7	12345	28-12-1986	0.7	3.4	-1.5	1.808	6.7	0.8
ClimateId7	12345	29-12-1986	3.7	8.8	2.6	2.3052	9.5	1.5
ClimateId7	12345	30-12-1986	0.3	10.1	3.8	1.4374	8.7	2.2
ClimateId7	12345	31-12-1986	0.6	11.1	4.2	2.3184	6.4	1.8
ClimateId7	12345	01-01-1987	1.3	9.7	6.0	1.467	5.3	1.3
ClimateId7	12345	02-01-1987	4.6	8.6	4.5	1.6374	4.3	1.2
ClimateId7	12345	03-01-1987	0.3	-2.6	-4.9	1.0184	6.4	1.3
ClimateId7	12345	04-01-1987	0.0	-0.5	-5.7	2.048	4.8	0.8
ClimateId7	12345	05-01-1987	3.2	2.4	-4.8	2.6496	4.1	0.4
ClimateId7	12345	06-01-1987	0.2	4.8	0.1	1.8417	5.9	1.2
ClimateId7	12345	07-01-1987	1.8	-2.0	-3.2	2.1825	6.3	0.6
ClimateId7	12345	08-01-1987	0.0	-6.9	-13.0	2.4692	4.1	0.5
ClimateId7	12345	09-01-1987	5.6	-1.3	-9.6	3.0898	6.2	0.3
ClimateId7	12345	10-01-1987	1.1	-4.8	-8.0	1.594	2.8	0.4
